"Director.Name","Birthday","Birthplace","Highest.Rated","Lowest.Rated","title","year","tomatometer","audience_score","box_office","credits","category","category01"
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Case Closed: The Last Wizard of the Century","1999",NA,NA,NA,"Harley Hartwell (Voice)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Sub Down","1997",NA,62,NA,"Petty Officer Holliday (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Alan & Naomi","1992",80,84,84855,"Shaun Kelly (Character)","Movie",1
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","The Oath","2019-2019",NA,100,NA,"Unknown (Guest Star),Director","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Snatch","2018-2018",39,73,NA,"Director","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Pitch","2016-2016",93,83,NA,"Unknown (Guest Star)","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Alan Carr: Chatty Man","2015-2015",NA,NA,NA,"Guest","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","The Ellen DeGeneres Show","2015-2015",NA,NA,NA,"Guest","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Watch What Happens Live With Andy Cohen","2015-2015",NA,NA,NA,"Guest","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","The Tonight Show Starring Jimmy Fallon","2015-2015",NA,44,NA,"Guest","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Friends With Better Lives","2014-2014",13,69,NA,"Bobby (Character)","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","30 for 30","2013-2013",NA,NA,NA,"Director","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Late Night With Jimmy Fallon","2009-2011,2013",NA,NA,NA,"Guest","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Vietnam in HD","2011-2011",NA,NA,NA,"Unknown (Voice)","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Entourage","2004-2011",65,82,NA,"Eric Murphy (Character)","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Conan","2011-2011",NA,NA,NA,"Guest","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Rachael Ray","2009-2009",NA,NA,NA,"Guest","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Late Night With Conan O'Brien","2008-2009",NA,NA,NA,"Guest","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Viva Laughlin","2007-2007",25,NA,NA,"Unknown (Guest Star)","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Robot Chicken","2007-2007",NA,85,NA,"Unknown (Guest Voice)","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Unhappily Ever After","1995-1999",NA,NA,NA,"Ryan Malloy (Character),Director","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Afterschool Special","1995-1996",NA,NA,NA,"Unknown (Character)","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Wings","1993-1993",NA,NA,NA,"Unknown (Guest Star)","TV Show",0
"Kevin Connolly","Mar 5, 1974","Patchogue, New York, USA","Alan & Naomi (1992)","Gotti (2018)","Great Scott!","1992-1992",50,NA,NA,"Larry O'Donnell (Character)","TV Show",0
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Sweetwater","2023",25,95,NA,"Director,Screenwriter,Original Music","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Blood Brothers: Civil War","2021",NA,NA,3514,"Executive Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Paradise Cove","2021",36,38,NA,"Director","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Faceless","2021",NA,NA,NA,"Executive Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","The Unhealer","2020",83,83,NA,"Director","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Find Your Groove","2020",NA,NA,NA,"Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Drama Drama","2019",NA,NA,NA,"Director,Screenwriter","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Wetware","2018",NA,50,NA,"Executive Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Future World","2018",NA,12,NA,"Executive Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","9/11","2017",20,41,172000,"Director,Screenwriter","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","In Dubious Battle","2016",29,39,NA,"Executive Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Newman","2015",NA,NA,NA,"Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","The Bronx Bull","2015",NA,39,NA,"Director,Screenwriter,Executive Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Beneath the Darkness","2011",NA,15,9600,"Director","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Born to Ride","2011",NA,21,NA,"Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Benny Bliss and the Disciples of Greatness","2009",NA,NA,NA,"Hairy Fingers (Character),Director,Screenwriter,Executive Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Oy Vey! My Son Is Gay!","2009",NA,58,87154,"Screenwriter","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","National Lampoon's Cattle Call","2006",NA,11,NA,"Director,Writer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Swing","2003",42,NA,NA,"Director","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Changing Hearts","2002",NA,64,NA,"Director","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","My X-Girlfriend's Wedding Reception","1999",NA,60,NA,"Max Tune (Character),Director,Screenwriter,Executive Producer","Movie",1
"Martin Guigui","Jun 26, 1965","Buenos Aires, Argentina","The Unhealer (2020)","Future World (2018)","Overhaulin'","2005-2006",NA,NA,NA,"Tow Yard Owner (Character)","TV Show",0
"Mathew Cullen","Not Available","Not Available","London Fields (2018)","London Fields (2018)","London Fields, The Director's Cut","2019",NA,26,NA,"Director,Screenwriter","Movie",1
"Mathew Cullen","Not Available","Not Available","London Fields (2018)","London Fields (2018)","London Fields","2018",NA,32,249796,"Director","Movie",1
"Matt Eskandari","Not Available","Not Available","Trauma Center (2019)","Hard Kill (2020)","Wire Room","2022",NA,91,NA,"Director","Movie",1
"Matt Eskandari","Not Available","Not Available","Trauma Center (2019)","Hard Kill (2020)","Hard Kill","2020",NA,59,NA,"Director","Movie",1
"Matt Eskandari","Not Available","Not Available","Trauma Center (2019)","Hard Kill (2020)","Survive the Night","2020",13,53,NA,"Director","Movie",1
"Matt Eskandari","Not Available","Not Available","Trauma Center (2019)","Hard Kill (2020)","Trauma Center","2019",20,55,NA,"Director","Movie",1
"Matt Eskandari","Not Available","Not Available","Trauma Center (2019)","Hard Kill (2020)","12 Feet Deep","2016",NA,89,NA,"Director,Screenwriter","Movie",1
"Matt Eskandari","Not Available","Not Available","Trauma Center (2019)","Hard Kill (2020)","Game of Assassins","2013",NA,78,NA,"Director,Producer","Movie",1
"Matt Eskandari","Not Available","Not Available","Trauma Center (2019)","Hard Kill (2020)","Victim","2010",NA,66,NA,"Director","Movie",1
"Max Adams","Not Available","Not Available","Heist (2015)","Precious Cargo (2016)","Expend4bles","2023",13,70,16244207,"Screenwriter","Movie",1
"Max Adams","Not Available","Not Available","Heist (2015)","Precious Cargo (2016)","Precious Cargo","2016",NA,23,NA,"Director,Screenwriter","Movie",1
"Max Adams","Not Available","Not Available","Heist (2015)","Precious Cargo (2016)","Extraction","2015",6,17,10948,"Screenwriter","Movie",1
"Max Adams","Not Available","Not Available","Heist (2015)","Precious Cargo (2016)","Heist","2015",30,41,47239,"Screenwriter","Movie",1
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Finding Kendrick Johnson","2021",100,71,NA,"Producer","Movie",1
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Homecoming","2009",NA,33,NA,"Director","Movie",1
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Just Like the Son","2006",NA,46,NA,"Director,Screenwriter","Movie",1
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Born Killers","2005",NA,53,NA,"Director","Movie",1
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","American Psycho II: All American Girl","2002",11,18,NA,"Director","Movie",1
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Desert Blue","1998",37,47,99147,"Director,Writer","Movie",1
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Hurricane","1997",88,78,334041,"Director,Writer,Producer","Movie",1
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Teen Mom: Family Reunion","2022-2024",NA,NA,NA,"Executive Producer","TV Show",0
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Teen Mom: The Next Chapter","2022-2023",NA,NA,NA,"Executive Producer","TV Show",0
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Teen Mom: Girls' Night In","2022-2022",NA,NA,NA,"Executive Producer","TV Show",0
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Teen Mom: Young and Pregnant","2018-2022",NA,NA,NA,"Executive Producer","TV Show",0
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Teen Mom","2009-2012,2015",NA,NA,NA,"Executive Producer","TV Show",0
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Sixteen And Pregnant","2009-2012,2014,2020",NA,NA,NA,"Executive Producer","TV Show",0
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Teen Mom 2","2011-2012,2015",NA,NA,NA,"Executive Producer","TV Show",0
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Smile","2015-2015",NA,NA,NA,"Executive Producer","TV Show",0
"Morgan J. Freeman","Dec 5, 1969","Long Beach, California, USA","Finding Kendrick Johnson (2021)","Homecoming (2009)","Dawson's Creek","2000-2000",NA,76,NA,"Director","TV Show",0
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","The Last Days of American Crime","2020",NA,22,NA,"Director","Movie",1
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","Taken 3","2014",13,43,89253340,"Director","Movie",1
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","Taken 2","2012",22,52,139852971,"Director","Movie",1
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","Colombiana","2011",28,67,36665854,"Director","Movie",1
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","Transporter 3","2008",40,48,31316973,"Director","Movie",1
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","The Red Siren","2002",NA,39,NA,"Director,Writer","Movie",1
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","La Sirene Rouge","2002",NA,44,NA,"Director","Movie",1
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","Exit","2000",NA,NA,NA,"Director","Movie",1
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","Monsters Inside: The 24 Faces of Billy Milligan","2021-2021",NA,30,NA,"Director,Writer","TV Show",0
"Olivier Megaton","Aug 6, 1965","Versailles, Yvelines, France","Transporter 3 (2008)","The Last Days of American Crime (2020)","Taxi Brooklyn","2014-2014",35,47,NA,"Executive Producer","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Odds Are","2018",NA,57,NA,"Director,Screenwriter,Producer","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Silent Witness","2011",NA,62,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Nora Roberts' Carnal Innocence","2011",NA,30,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Nora Roberts' High Noon","2009",NA,50,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","The Tenth Circle","2008",NA,34,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Flight 93","2006",NA,66,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Faith of My Fathers","2005",NA,66,NA,"Director,Writer","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Virginia's Run","2003",NA,78,NA,"Director,Screenwriter","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Saving Jessica Lynch","2003",NA,NA,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Target Earth","1998",NA,29,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","The Last Days of Frankie the Fly","1997",NA,46,NA,"Director,Producer","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Jake Lassiter: Justice on the Bayou","1995",NA,NA,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","White Dwarf","1995",NA,86,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Wagons East!","1994",NA,33,3730712,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Through the Eyes of a Killer","1992",NA,83,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Dead and Alive","1991",NA,67,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","El Diablo","1990",NA,59,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Breaking Point","1989",NA,NA,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Nightbreaker","1989",NA,67,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Bat 21","1988",82,58,3184348,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Desperate","1987",NA,NA,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Youngblood","1986",44,69,14073624,"Director,Screenwriter,Producer","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Hot Dog ... The Movie","1984",NA,58,NA,"Director","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","The Personals","1982",NA,NA,NA,"Director,Writer,Producer,Cinematographer","Movie",1
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Three Rivers","2009-2009",31,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Rescue Me","2009-2009",88,90,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Cane","2007-2007",55,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Without a Trace","2002-2003,2006",NA,73,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Runaway","2006-2006",71,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Everwood","2006-2006",93,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Century City","2004-2004",NA,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","The Mountain","2004-2004",8,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Jack & Bobby","2004-2004",88,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Cold Case","2004-2004",NA,95,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","CSI: Miami","2003-2003",NA,65,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","The Agency","2002-2003",NA,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Haunted","2002-2002",54,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","NYPD Blue","2000,2002-2000,2002",83,93,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","CSI: Crime Scene Investigation","2001-2001",NA,81,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","The District","2001-2001",NA,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","The X-Files","1997,1999-2000",74,85,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","The Strip","1999-1999",13,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","L.A. Doctors","1998-1998",NA,NA,NA,"Director","TV Show",0
"Peter Markle","Sep 24, 1952","Danville, Pennsylvania, USA","Bat 21 (1988)","Wagons East! (1994)","Moloney","1997-1997",NA,NA,NA,"Director","TV Show",0
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Pinocchio","2019",84,40,1830498,"Geppetto (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Paolo Conte: It's Wonderful","2019",NA,NA,NA,"Self","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Cecchi Gori: Una famiglia italiana","2019",NA,NA,NA,"Self","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Marco Ferreri: Dangerous But Necessary","2017",NA,NA,NA,"Self","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","To Rome With Love","2012",46,40,16654227,"Leopoldo (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Silvio Forever","2011",NA,25,NA,"Himself (archive footage) (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","The Tiger and the Snow","2005",20,84,9047,"Attilio de Giovanni (Character),Director,Writer","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Coffee and Cigarettes","2003",64,75,1971135,"Roberto (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Caterina in the Big City","2003",90,77,293268,"Self","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Pinocchio","2002",NA,33,3681811,"Pinocchio (Character),Director,Screenwriter,Producer","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Asterix & Obelix vs. Caesar","1999",NA,42,2110060,"Lucius Detritus (Tullius Destructivus / Catastrofus) (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Life Is Beautiful","1997",81,96,57598247,"Guido Orefice (Character),Director,Writer","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","The Monster","1994",40,83,635645,"Loris (Character),Director,Producer","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Son of the Pink Panther","1993",6,18,2365290,"Chief Inspector Jacques Clouseau Jr (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Night on Earth","1992",77,91,2011294,"Driver (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Johnny Stecchino","1991",46,85,623537,"Dante/Johnny Stecchino (Character),Director,Writer","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","The Voice of the Moon","1990",NA,61,NA,"Ivo Salvini (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","The Little Devil","1988",NA,82,NA,"Giuditta (Character),Director,Writer","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Down by Law","1986",88,93,106484,"Roberto (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Nothing Left to Do but Cry","1984",NA,83,NA,"Saverio (Character),Director,Writer","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Luna","1979",46,69,NA,"Upholsterer (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Seeking Asylum","1979",NA,63,NA,"Roberto (Character),Screenwriter","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Clair de Femme","1979",NA,67,NA,"Le barman du Clapsy's (Character)","Movie",1
"Roberto Benigni","Oct 27, 1952","Manciano La Misericordia, Italy","Caterina in the Big City (2003)","Pinocchio (2002)","Tigers in Lipstick","1979",NA,NA,NA,"The principal (Character)","Movie",1
